1, 0.997, 0.189, 0.999, 0.177
2, 0.985, 0.095, 0.994, 0.075
3, 0.994, 0.071, 0.995, 0.080
4, 0.984, 0.071, 0.964, 0.065
5, 0.891, 0.114, 0.922, 0.084
6, 1.000, 0.094, 1.000, 0.064
7, 0.869, 0.088, 0.891, 0.072
8, 0.998, 0.084, 0.998, 0.089
9, 1.000, 0.120, 1.000, 0.128
10,0.867, 0.058, 0.899, 0.064 
